#
# Year	MCF_opt(ppt)	CH4_opt(ppb)	d13C_opt(perm)	fsl_opt	                fst_opt	fch4_opt	ed13C_opt(perm)
1992	129.993	1734.539	-47.354	-0.138	-0.090	-0.027	1.000	-53.320
1993	125.761	1739.854	-47.347	0.038	-0.086	0.044	1.000	-53.108
1994	114.943	1745.104	-47.313	-0.080	-0.078	-0.076	1.000	-52.852
1995	103.201	1748.134	-47.284	0.024	0.050	-0.008	1.000	-53.211
1996	89.850	1749.484	-47.272	0.002	-0.043	-0.040	1.000	-53.154
1997	76.227	1753.525	-47.238	-0.021	-0.014	-0.045	1.000	-52.728
1998	64.175	1762.452	-47.206	0.010	0.107	-0.041	1.000	-52.946
1999	53.832	1771.098	-47.203	0.055	0.017	-0.106	1.000	-53.215
2000	45.114	1774.159	-47.204	-0.040	-0.053	-0.152	1.000	-53.233
2001	37.647	1773.411	-47.201	0.003	-0.011	-0.088	1.000	-53.272
2002	31.328	1773.527	-47.200	-0.011	-0.046	-0.233	1.000	-53.241
2003	26.165	1775.038	-47.196	-0.020	-0.011	-0.189	1.000	-53.159
2004	21.841	1774.988	-47.195	0.013	-0.045	-0.031	1.000	-53.356
2005	18.215	1773.735	-47.203	-0.035	-0.060	-0.019	1.000	-53.344
2006	15.222	1775.200	-47.204	-0.004	-0.024	0.039	1.000	-53.168
2007	12.741	1781.037	-47.198	-0.010	-0.025	0.050	1.000	-53.068
2008	10.669	1787.905	-47.204	-0.006	0.078	0.065	1.000	-53.344
2009	8.917	1792.735	-47.243	0.047	-0.022	0.043	1.000	-53.758
2010	7.481	1797.111	-47.296	-0.049	-0.323	0.002	1.000	-53.721
2011	6.285	1802.778	-47.333	-0.133	0.075	0.134	1.000	-53.541
2012	5.222	1809.072	-47.350	0.147	0.376	0.220	1.000	-53.415
2013	4.352	1815.835	-47.355	0.083	-0.015	-0.043	1.000	-53.375
2014	3.685	1821.774	-47.343	-0.075	-0.112	-0.112	1.000	-53.157
