C01 TITLE: CH3CCl3 monthly mean data 
C02 FILE NAME: smo514s00.agage.as.cn.ch3ccl3.gage.mo.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 167
C05 HEADER LINES: 32
C06 DATA VERSION: 200710
C07 STATION NAME: Tutuila (Cape Matatula) 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERITORY: United States of America
C11 CONTRIBUTOR: AGAGE
C12 LATITUDE: -14.24
C13 LONGITUDE: -170.57
C14 ALTITUDE: 42
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: cunnold@eas.gatech.edu
C18 PARAMETER: CH3CCl3
C19 COVERING PERIOD: 1985-07-01 1996-09-01
C20 TIME INTERVAL: monthly
C21 MEASUREMENT UNIT: ppt
C22 MEASUREMENT METHOD: Gas Chromatography (ECD)
C23 SAMPLING TYPE: continuous
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: SIO-1998 scale
C26 CREDIT FOR USE: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME    CH3CCl3    ND      SD     F CS       REM
1985-07-01 00:00 9999-99-99 99:99      96.26   112    0.68 -9999  0 -99999999
1985-08-01 00:00 9999-99-99 99:99      95.83   280    0.78 -9999  0 -99999999
1985-09-01 00:00 9999-99-99 99:99      95.77   246    0.54 -9999  0 -99999999
1985-10-01 00:00 9999-99-99 99:99      95.53   195    0.95 -9999  0 -99999999
1985-11-01 00:00 9999-99-99 99:99      94.50   435    1.13 -9999  0 -99999999
1985-12-01 00:00 9999-99-99 99:99      95.84   453    1.54 -9999  0 -99999999
1986-01-01 00:00 9999-99-99 99:99      98.00   304    3.44 -9999  0 -99999999
1986-02-01 00:00 9999-99-99 99:99      98.83   301    3.49 -9999  0 -99999999
1986-03-01 00:00 9999-99-99 99:99      95.48   201    1.55 -9999  0 -99999999
1986-04-01 00:00 9999-99-99 99:99      97.26   330    2.73 -9999  0 -99999999
1986-05-01 00:00 9999-99-99 99:99      96.00   290    1.55 -9999  0 -99999999
1986-06-01 00:00 9999-99-99 99:99      97.24   285    1.36 -9999  0 -99999999
1986-07-01 00:00 9999-99-99 99:99      97.67   316    1.13 -9999  0 -99999999
1986-08-01 00:00 9999-99-99 99:99      97.49   273    0.75 -9999  0 -99999999
1986-09-01 00:00 9999-99-99 99:99      98.78   306    1.01 -9999  0 -99999999
1986-10-01 00:00 9999-99-99 99:99      98.05   347    0.87 -9999  0 -99999999
1986-11-01 00:00 9999-99-99 99:99      97.17   298    1.07 -9999  0 -99999999
1986-12-01 00:00 9999-99-99 99:99      97.54   355    2.51 -9999  0 -99999999
1987-01-01 00:00 9999-99-99 99:99      96.50    50    0.96 -9999  0 -99999999
